x_meters,y_meters
-5.874727314463073924e+01,-2.536937738061408965e+01
-5.911009031243604994e+01,-2.571330363380988615e+01
-5.944531542376680022e+01,-2.608358093944784173e+01
-5.973969979358302140e+01,-2.648735122410212028e+01
-6.002246125157846279e+01,-2.689942649148019882e+01
-6.029927205607404517e+01,-2.731534154377984436e+01
-6.055818552446569925e+01,-2.774262587158318638e+01
-6.083503318213496414e+01,-2.815875354210547954e+01
-6.110272400414393701e+01,-2.858069323035559961e+01
-6.137478332844673901e+01,-2.899982611674715827e+01
-6.163838614447477937e+01,-2.942421801410927173e+01
-6.190143307484511581e+01,-2.984906893758576985e+01
-6.218262511524848435e+01,-3.026223083138975767e+01
-6.244738520861487530e+01,-3.068591386551536004e+01
-6.271691692693995890e+01,-3.110664995866358140e+01
-6.299288886261329878e+01,-3.152329134834571533e+01
-6.325367487112365694e+01,-3.194952058297547381e+01
-6.352537161465608762e+01,-3.236888417308206556e+01
-6.379653880199705185e+01,-3.278861121611039664e+01
-6.405989698063669380e+01,-3.321323964103599735e+01
-6.434097388944084628e+01,-3.362643125025692115e+01
-6.461033852472695571e+01,-3.404733210824679190e+01
-6.487905066424383449e+01,-3.446860045484205415e+01
-6.515762953303359950e+01,-3.488358769869375919e+01
-6.542196262137832719e+01,-3.530749403197880554e+01
-6.568730557587025487e+01,-3.573076096210672858e+01
-6.595955714536302139e+01,-3.614981582792692905e+01
-6.622404424297505443e+01,-3.657383753321617093e+01
-6.650171939162937917e+01,-3.698922002566437328e+01
-6.677611968495685346e+01,-3.740684148146640098e+01
-6.703699143947162042e+01,-3.783304683339216012e+01
-6.730117527312715708e+01,-3.825720401239821911e+01
-6.756540764920627851e+01,-3.868134318620199252e+01
-6.784324421955184903e+01,-3.909654437065223931e+01
-6.809988241040066725e+01,-3.952541860752140934e+01
-6.837350834523016374e+01,-3.994356130414674766e+01
-6.864214662144732415e+01,-4.036488480331659190e+01
-6.890788533984522246e+01,-4.078797426396694448e+01
-6.919126455341736914e+01,-4.119964364943341906e+01
-6.946642044906589319e+01,-4.161669278645976533e+01
-6.973098715294077010e+01,-4.204068439284896641e+01
-7.000523609346950593e+01,-4.245830309612440345e+01
-7.028602204786643881e+01,-4.287171147246694147e+01
-7.055233414026339744e+01,-4.329448368229545707e+01
-7.080924273615178777e+01,-4.372310905832839723e+01
-7.106976120801871843e+01,-4.414952277272405468e+01
-7.131835473115523882e+01,-4.458303652958603891e+01
-7.155852529621621727e+01,-4.502116843092170484e+01
-7.177836941845615115e+01,-4.546994474449331847e+01
-7.200550317686258950e+01,-4.591508984235952084e+01
-7.222014325528215295e+01,-4.636608626182577808e+01
-7.241509948649937201e+01,-4.682632789899862047e+01
-7.260930558584090022e+01,-4.728672213294331073e+01
-7.279461198148845824e+01,-4.775080165937933430e+01
-7.296888768639416867e+01,-4.821907855905637774e+01
-7.311729927292243758e+01,-4.869627595965052080e+01
-7.325568749747316133e+01,-4.917637819748654238e+01
-7.339377845846667014e+01,-4.965673585008252644e+01
-7.351385695713058510e+01,-5.014153490307000993e+01
-7.363096899445204713e+01,-5.062751878225589053e+01
-7.371255781182988187e+01,-5.112031553644157356e+01
-7.382001920009753348e+01,-5.160839689617444037e+01
-7.388932414823983663e+01,-5.210315421486659204e+01
-7.395172549329716105e+01,-5.259894217735913458e+01
-7.400929477721720673e+01,-5.309541456681159843e+01
-7.403674385495909860e+01,-5.359419493151095537e+01
-7.404727912331173911e+01,-5.409407738383220021e+01
-7.408347631573030867e+01,-5.459220187261050228e+01
-7.411069381511268261e+01,-5.509146817577625654e+01
-7.406164004481459529e+01,-5.558848895410019963e+01
-7.404869178600620216e+01,-5.608841677976199946e+01
-7.399312581692238666e+01,-5.658477875720751626e+01
-7.393022694053391319e+01,-5.708047886072053956e+01
-7.384595701892637010e+01,-5.757299452212388502e+01
-7.373084632457197074e+01,-5.805928329237841723e+01
-7.360383494690712780e+01,-5.854254144332370657e+01
-7.347149999261510800e+01,-5.902455947645594847e+01
-7.330240892620453508e+01,-5.949465412054852465e+01
-7.313401549606066965e+01,-5.996513467296749411e+01
-7.293433825143245031e+01,-6.042307568585324873e+01
-7.270546090017577967e+01,-6.086713961301907005e+01
-7.248050202977864842e+01,-6.131355508478699790e+01
-7.221545585407240253e+01,-6.173701620090051279e+01
-7.195300286932693723e+01,-6.216224508094190782e+01
-7.166521871837878166e+01,-6.257048489767768018e+01
-7.134827295756925025e+01,-6.295688898305025560e+01
-7.102820361198159560e+01,-6.334083406413747497e+01
-7.068724002473280166e+01,-6.370591464313798724e+01
-7.033308726631071295e+01,-6.405846729577115184e+01
-6.997045169534874276e+01,-6.440208742461796021e+01
-6.959533568334123288e+01,-6.473288986962246838e+01
-6.919125935555663887e+01,-6.502661367353753974e+01
-6.878749513777248126e+01,-6.532011966681687909e+01
-6.836054590333924352e+01,-6.558044896150649095e+01
-6.791522266047549294e+01,-6.580588695284460243e+01
-6.745367347240028266e+01,-6.599790556081559600e+01
-6.698621792332957625e+01,-6.617360055355710813e+01
-6.650476453059141591e+01,-6.630829407115376739e+01
-6.602204928995102762e+01,-6.643691923199995131e+01
-6.553735110164519995e+01,-6.655912438374477347e+01
-6.504394289272570973e+01,-6.663678859589400361e+01
-6.454764225785412179e+01,-6.669490393047146881e+01
-6.405059095152292059e+01,-6.673509413176034855e+01
-6.355007961044958620e+01,-6.673118568929920968e+01
-6.305167208100323961e+01,-6.670855003233924663e+01
-6.255581456908744542e+01,-6.664617937113605706e+01
-6.206116664929807314e+01,-6.657550374590752540e+01
-6.157567126644881483e+01,-6.645705761539349510e+01
-6.109298123109893197e+01,-6.632902244041542872e+01
-6.061359415030433695e+01,-6.618672523548642062e+01
-6.014423044454007794e+01,-6.601677961913534887e+01
-5.968009288850920058e+01,-6.583144127968009229e+01
-5.922637316263256935e+01,-6.562225340627007597e+01
-5.879490131389957952e+01,-6.537093395674536112e+01
-5.837436114662358477e+01,-6.510034123627109182e+01
-5.797772883081624684e+01,-6.479697263885479686e+01
-5.757356840073690307e+01,-6.450313535325751957e+01
-5.717726889489318154e+01,-6.419876708099482698e+01
-5.677050871420038902e+01,-6.390864268085440614e+01
-5.636154541075001845e+01,-6.362145842971367671e+01
-5.594941037413588703e+01,-6.333890370677390536e+01
-5.553960885884110610e+01,-6.305295790652827748e+01
-5.513071194972760480e+01,-6.276571769137534318e+01
-5.472296240244469345e+01,-6.247679936437076975e+01
-5.431840716810280867e+01,-6.218376599933451843e+01
-5.392306001982679931e+01,-6.187849238942234820e+01
-5.351238715987026495e+01,-6.159352499962382410e+01
-5.311095450143241692e+01,-6.129595025317900081e+01
-5.270803560882156091e+01,-6.100047296712183709e+01
-5.229837861238544860e+01,-6.071418268571622434e+01
-5.188016991204813877e+01,-6.044101396764665424e+01
-5.144325232975300821e+01,-6.019775449864802397e+01
-5.098564722625646795e+01,-5.999688064248158526e+01
-5.050402036924166538e+01,-5.986554167316326414e+01
-5.000983293840730681e+01,-5.978156732985446808e+01
-4.951219844463475539e+01,-5.974887911075332170e+01
-4.901291460792451460e+01,-5.978122290416145290e+01
-4.851670143538608926e+01,-5.984005544724445258e+01
-4.802799212965226872e+01,-5.994384536038472788e+01
-4.754352899462254811e+01,-6.006775166562050572e+01
-4.707224123506666302e+01,-6.023265265051431783e+01
-4.661162289592641628e+01,-6.042724726732069485e+01
-4.616588913079880996e+01,-6.065254199805579560e+01
-4.573966698604885295e+01,-6.091388432814048315e+01
-4.533161333221886480e+01,-6.120214499632804461e+01
-4.493212580526645894e+01,-6.150230308159986947e+01
-4.452418612265088882e+01,-6.179116769116073016e+01
-4.409875374149378047e+01,-6.205262708760306367e+01
-4.364894439703108020e+01,-6.227050193446574156e+01
-4.316810427861746291e+01,-6.240613813481638061e+01
-4.267394095004004839e+01,-6.247748082997116370e+01
-4.217649134120076582e+01,-6.252127312756469735e+01
-4.167602667258523752e+01,-6.251933987799715453e+01
-4.118526054387826463e+01,-6.244302415558753694e+01
-4.072283108569719445e+01,-6.225283866809189703e+01
-4.030037461038360647e+01,-6.198794513051207389e+01
-3.991269414776585478e+01,-6.167259065914818450e+01
-3.955756850056737761e+01,-6.132175518329533759e+01
-3.923655021607061855e+01,-6.093854821824792367e+01
-3.893150567121891470e+01,-6.054282334196208382e+01
-3.863664174259069739e+01,-6.013940177688688493e+01
-3.836392984765998904e+01,-5.972066668154592151e+01
-3.809493368226883092e+01,-5.929960227054478850e+01
-3.781265568242012165e+01,-5.888721806737100906e+01
-3.753531348850377469e+01,-5.847159093080183112e+01
-3.726709040744665202e+01,-5.804992860475509531e+01
-3.701207493156183403e+01,-5.762027178392837357e+01
-3.676069643567509360e+01,-5.718841490995853860e+01
-3.649912629914381057e+01,-5.676262727198228220e+01
-3.624419438026564677e+01,-5.633285556272362982e+01
-3.598822129002842729e+01,-5.590370511893672756e+01
-3.572565092553074351e+01,-5.547851104999257643e+01
-3.544620910294663219e+01,-5.506428389920112210e+01
-3.517233548806665766e+01,-5.464630744839899990e+01
-3.491110487433927290e+01,-5.422032634315304733e+01
-3.463935022172139355e+01,-5.380099488732494706e+01
-3.437690761892232416e+01,-5.337574523862857490e+01
-3.410146379702199226e+01,-5.295880611123647697e+01
-3.382577368911332627e+01,-5.254218262947193097e+01
-3.356330790338525816e+01,-5.211689444109037339e+01
-3.328563728950205558e+01,-5.170146098383277433e+01
-3.300724838460686783e+01,-5.128643823389836598e+01
-3.274561931920049318e+01,-5.086069611734361473e+01
-3.247288411720614221e+01,-5.044200649045016860e+01
-3.221061713959951334e+01,-5.001683655631026681e+01
-3.194140032200087376e+01,-4.959596389852728038e+01
-3.166616204068362350e+01,-4.917883964848682155e+01
-3.139888021263823958e+01,-4.875663618754518325e+01
-3.112534176152706777e+01,-4.833844164608628802e+01
-3.085042363099552176e+01,-4.792113836640491797e+01
-3.059346575605515994e+01,-4.749265006881876161e+01
-3.031787596587172828e+01,-4.707573337693189330e+01
-3.005160360139006315e+01,-4.665286777450232591e+01
-2.978238878125785050e+01,-4.623196656125948323e+01
-2.950158416304745401e+01,-4.581856061522924506e+01
-2.923708311467924403e+01,-4.539462303024684076e+01
-2.896838811014302451e+01,-4.497340138997651593e+01
-2.870138818093283817e+01,-4.455118789354040132e+01
-2.843764389202303988e+01,-4.412686881238037273e+01
-2.815516227570581975e+01,-4.371449970068710655e+01
-2.788985803202314173e+01,-4.329117146547116590e+01
-2.762110715569754404e+01,-4.286994712098891824e+01
-2.734383382736247370e+01,-4.245410453021442976e+01
-2.708680874605626343e+01,-4.202565189645913790e+01
-2.681246680228628065e+01,-4.160796872014826420e+01
-2.654397858172042390e+01,-4.118652214429609870e+01
-2.627768484360464640e+01,-4.076371638172784628e+01
-2.599658561050478056e+01,-4.035053625695830704e+01
-2.572835252252411919e+01,-3.992895376136082319e+01
-2.546400371626251058e+01,-3.950501584001213473e+01
-2.519253252540271149e+01,-3.908558233249920733e+01
-2.493272402248285857e+01,-3.865882063397671686e+01
-2.465074091398497558e+01,-3.824608985042276998e+01
-2.438160163235021116e+01,-3.782525037145239821e+01
-2.411584746243995880e+01,-3.740209200018392011e+01
-2.383777119256004084e+01,-3.698675502491497014e+01
-2.357910697702178027e+01,-3.655932969611027517e+01
-2.330712066392014492e+01,-3.614019110547766900e+01
-2.304150414905892319e+01,-3.571695143865500199e+01
-2.277270082009975738e+01,-3.529570156776881618e+01
-2.249126104356371059e+01,-3.488276427184857198e+01
-2.221985890425891341e+01,-3.446318217846114607e+01
-2.195918512802766998e+01,-3.403695310421094433e+01
-2.168866964707312661e+01,-3.361686654951335385e+01
-2.143077011408948351e+01,-3.318900569910942977e+01
-2.114861986968946894e+01,-3.277645895941100207e+01
-2.087827621912647658e+01,-3.235620863095461175e+01
-2.060985155363228216e+01,-3.193473513379367290e+01
-2.033295215179751381e+01,-3.151864133571962867e+01
-2.007035961938932189e+01,-3.109367109038537791e+01
-1.980300866410469496e+01,-3.067164361921648918e+01
-1.952931834859558080e+01,-3.025350875317991495e+01
-1.926597722093238474e+01,-2.982878314359101779e+01
-1.898812194659281261e+01,-2.941353782419643181e+01
-1.871271089974062818e+01,-2.899655963148504867e+01
-1.845151314785987040e+01,-2.857054948484359613e+01
-1.817978742571889939e+01,-2.815120254973982838e+01
-1.791723033157401801e+01,-2.772603007419283472e+01
-1.764342432874430244e+01,-2.730802604721007043e+01
-1.736594125803816269e+01,-2.689255644108605026e+01
-1.710399697666393592e+01,-2.646695128713312783e+01
-1.682753087605867393e+01,-2.605071490695189595e+01
-1.654823320029477429e+01,-2.563630721370739707e+01
-1.628522621457889841e+01,-2.521141993004876269e+01
-1.601451510578915816e+01,-2.479145537730551752e+01
-1.574957239005307486e+01,-2.436796143758568434e+01
-1.548386017559965921e+01,-2.394487176448170374e+01
-1.520190180674241276e+01,-2.353216911465440120e+01
-1.493799218986023902e+01,-2.310794200404145471e+01
-1.466765091301397206e+01,-2.268770463697569539e+01
-1.438651774881955703e+01,-2.227458144618203306e+01
-1.411659291642375536e+01,-2.185403345800152408e+01
-1.385319532132693610e+01,-2.142941903113861457e+01
-1.357790724027660190e+01,-2.101235732319743477e+01
-1.331772200970995357e+01,-2.058574750304507717e+01
-1.304260392720603079e+01,-2.016857376262741752e+01
-1.277004020046103960e+01,-1.974987610904793911e+01
-1.250672632110956783e+01,-1.932519312980540604e+01
-1.222583937626247064e+01,-1.891185582861118064e+01
-1.195161581253337602e+01,-1.849419082762409516e+01
-1.168639528071180678e+01,-1.807061945853021001e+01
-1.141365920806845224e+01,-1.765190271727626481e+01
-1.114812814435332200e+01,-1.722867795053799966e+01
-1.088160540885037619e+01,-1.680604489600819562e+01
-1.060499386468138994e+01,-1.638985658644845955e+01
-1.033736404248460872e+01,-1.596788022820291530e+01
-1.006632648288299947e+01,-1.554806575049025241e+01
-9.785902181054410676e+00,-1.513447234498813287e+01
-9.520852115267047111e+00,-1.471085130905541405e+01
-9.250979329690636632e+00,-1.429029260448481153e+01
-8.978137966138760362e+00,-1.387166751390756048e+01
-8.716353345568975897e+00,-1.344611077908272279e+01
-8.434528354303893138e+00,-1.303336954942575687e+01
-8.169383390452409799e+00,-1.260984922342857573e+01
-7.904897325201204694e+00,-1.218592685119256913e+01
-7.624415806248379113e+00,-1.177227384965624424e+01
-7.353697809097241134e+00,-1.135242176395838953e+01
-7.088654460559851600e+00,-1.092874213860930865e+01
-6.808985012142002802e+00,-1.051465641019228769e+01
-6.532917814400477141e+00,-1.009807424413000376e+01
-6.273870997575116348e+00,-9.670772891325867704e+00
-5.998878374347540898e+00,-9.253526264404058566e+00
-5.736386179744727087e+00,-8.828380541406332327e+00
-5.465396242478561817e+00,-8.408570491508740474e+00
-5.186047999037356249e+00,-7.994296888461803974e+00
-4.925012703397371183e+00,-7.568158989452598462e+00
-4.649391405541337008e+00,-7.151347289997445955e+00
-4.370318083606136383e+00,-6.736857888165147301e+00
-4.103694477174570920e+00,-6.314189390823969461e+00
-3.835947341814929246e+00,-5.892309986924047394e+00
-3.565858008377588817e+00,-5.471961904028731283e+00
-3.303423011225206096e+00,-5.046745774296852005e+00
-3.024783564348226150e+00,-4.631890283376478124e+00
-2.753858063024551939e+00,-4.212079081922439627e+00
-2.487568900839235653e+00,-3.789188705633250720e+00
-2.208158860640622834e+00,-3.374924982756809300e+00
-1.937457656828868835e+00,-2.954941658431266660e+00
-1.671760851258142111e+00,-2.531712992511003790e+00
-1.400186382086815229e+00,-2.112264776997989202e+00
-1.118260939321700675e+00,-1.699604489885359726e+00
-8.605721645223383121e-01,-1.271579588253615611e+00
-5.861358234773632603e-01,-8.539408117902951290e-01
-3.236925551485256847e-01,-4.286757241532228591e-01
-4.825907183837330194e-02,-1.173081609718451546e-02
2.287058408632276496e-01,4.041006602039232121e-01
4.926043522373646510e-01,8.285266405893167985e-01
7.675263098513056548e-01,1.245717022422667242e+00
1.047342782187570265e+00,1.659800343422460855e+00
1.311538691770834930e+00,2.083910094866283202e+00
1.576994172423482610e+00,2.507216342891837257e+00
1.860062301079523195e+00,2.919228907526800754e+00
2.120467813615917407e+00,3.345480070688964247e+00
2.392540215633914613e+00,3.764577710598246085e+00
2.666549653957162036e+00,4.182497892607401013e+00
2.927996728418008843e+00,4.608351898127097002e+00
3.208529319770477173e+00,5.021870881280094068e+00
3.485601918065341920e+00,5.437658201599063545e+00
3.746989584261783079e+00,5.863558072062488691e+00
4.024374747591124901e+00,6.279223575742889807e+00
4.302660549875852780e+00,6.694211651709608191e+00
4.567914219392903874e+00,7.117769395525272103e+00
4.839730468622803983e+00,7.536952331214109790e+00
5.120386008358877916e+00,7.950482958990505722e+00
5.385340098114340890e+00,8.374118077233944746e+00
5.649821646218697424e+00,8.798036802305233550e+00
5.932634025295740798e+00,9.210227174603375033e+00
6.194474754389659665e+00,9.635563873307717131e+00
6.465143424640217518e+00,1.005554067543540953e+01
6.739411260506855683e+00,1.047327955261864929e+01
7.001202978322709214e+00,1.089893469700623996e+01
7.280796712106010204e+00,1.131305908109705172e+01
7.560467608717715393e+00,1.172713255131267829e+01
7.822479796309494304e+00,1.215265809560467858e+01
8.096720465745860906e+00,1.257037117011876148e+01
8.376356509821363261e+00,1.298449235942905489e+01
8.644077362858027413e+00,1.340645125077892885e+01
8.908433138115995575e+00,1.383048118453247355e+01
9.187254797136660045e+00,1.424525951152038772e+01
9.457327705692151198e+00,1.466537178687330822e+01
9.722996498449489877e+00,1.508845961670168379e+01
9.993906511971118789e+00,1.550835749307330502e+01
1.025901127798225332e+01,1.593198667120817902e+01
1.053771401444822686e+01,1.634670809439383277e+01
1.081053513598456561e+01,1.676534627673810007e+01
1.107272342390839981e+01,1.719074839328943938e+01
1.134893706586399276e+01,1.760725970123063178e+01
1.160108227463379649e+01,1.803856052552593781e+01
1.184848872534294628e+01,1.847271672325963721e+01
1.207618796776175429e+01,1.891742803298949127e+01
1.227598038199030839e+01,1.937549247954767395e+01
1.243572718749534545e+01,1.984890498921316748e+01
1.257257893981542907e+01,2.032933955509714963e+01
1.268570570678348020e+01,2.081632693293573766e+01
1.277442122325892626e+01,2.130726268697679870e+01
1.283312866839850130e+01,2.180372464340788952e+01
1.284517817992616528e+01,2.230314910221518687e+01
1.289056129116491434e+01,2.280077761917247869e+01
1.283558198542917239e+01,2.329807819747107089e+01
1.278515805047713627e+01,2.379420366456218972e+01
1.267269721713483932e+01,2.428143970167337784e+01
1.252875589396083456e+01,2.475988796635107292e+01
1.238197009645853086e+01,2.523734270447397421e+01
1.218989531290631589e+01,2.569880118776625011e+01
1.198807242165401021e+01,2.615592235357154038e+01
1.175113900820258550e+01,2.659572387199247601e+01
1.147270259895167044e+01,2.701070595119648488e+01
1.115528082366765261e+01,2.739609164355988469e+01
1.082377143175807532e+01,2.777059274262207111e+01
1.045554040697791720e+01,2.810759252330169033e+01
1.007467525059340119e+01,2.843101945741472036e+01
9.685890025214135335e+00,2.874480378800080871e+01
9.275468864312102824e+00,2.902996460694120628e+01
8.861723470822298054e+00,2.931009523071919887e+01
8.447450801190797165e+00,2.958959656579357045e+01
8.023551197623575604e+00,2.985403179985890176e+01
7.596845702768561637e+00,3.011412879593838454e+01
7.175131764995896333e+00,3.038218810835675754e+01
6.756420838095763770e+00,3.065492126582493881e+01
6.341999438977552472e+00,3.093417184300639633e+01
5.920837319395758414e+00,3.120303772215351046e+01
5.503130617406952751e+00,3.147729327288416812e+01
5.089629305403292392e+00,3.175786406401734041e+01
4.667441563436497631e+00,3.202521710186962878e+01
4.238468112117544706e+00,3.228159399847810107e+01
3.798747060516049601e+00,3.251867039943633131e+01
3.334900035857629064e+00,3.270489577979068940e+01
2.840075796675023412e+00,3.274435477962161656e+01
2.377317645596008333e+00,3.257218787416053374e+01
1.993843239463942041e+00,3.225851217980417118e+01
1.658722798589067793e+00,3.188776711807639686e+01
1.318786590894831079e+00,3.152144840962721162e+01
1.015187586841548750e+00,3.112499983746090493e+01
5.808872044116100142e-01,3.085166525086924594e+01
5.088894378479835723e-02,3.073427779918166891e+01
-4.923446851232995414e-01,3.077438945087298805e+01
-9.671138109514316739e-01,3.097296921371726341e+01
-1.363317626423992124e+00,3.127646789614423994e+01
-1.757657258634978348e+00,3.158352563942581526e+01
-2.154503081280338961e+00,3.188717153017145733e+01
-2.553000217481525169e+00,3.218861261042425781e+01
-2.955351994195481780e+00,3.248477852076902650e+01
-3.349324152645536401e+00,3.279193425944569640e+01
-3.753189605999921241e+00,3.308623323354326828e+01
-4.152092259872944169e+00,3.338713483662080250e+01
-4.557320206445140798e+00,3.367957586890251775e+01
-4.963140273683464443e+00,3.397112726039829056e+01
-5.375136526485889021e+00,3.425393818809321544e+01
-5.778913946728408746e+00,3.454821222214094689e+01
-6.180700014383603502e+00,3.484534871302744818e+01
-6.587188405245228751e+00,3.513597667518064327e+01
-6.996097313046703903e+00,3.542320155916635827e+01
-7.404484947420570506e+00,3.571113107169702516e+01
-7.794674384611667506e+00,3.602331830561939796e+01
-8.180484895521942690e+00,3.634092866542648892e+01
-8.590155655261256129e+00,3.662656408445769785e+01
-9.023997702567413626e+00,3.687646345604636622e+01
-9.504421132669335748e+00,3.700999005870143321e+01
